visit_id,user_id,dow,interaction,purchase
v000001,u000587,Saturday,0,0
v000002,u018179,Thursday,1,150
v000003,u017068,Friday,0,0
v000004,u004794,Saturday,0,0
v000005,u018744,Sunday,1,0
v000006,u029826,Thursday,1,0
v000007,u038273,Wednesday,1,0
v000008,u049919,Monday,0,0
v000009,u032109,Friday,0,0
v000010,u034720,Sunday,0,0
v000011,u015660,Saturday,0,0
v000012,u042895,Tuesday,1,0
v000013,u040768,Saturday,0,0
v000014,u000433,Wednesday,0,0
v000015,u015871,Saturday,0,0
v000016,u011856,Saturday,0,0
v000017,u005525,Tuesday,0,0
v000018,u037016,Friday,0,0
v000019,u048886,Wednesday,0,0
v000020,u027604,Monday,0,0
v000021,u011390,Friday,1,75
v000022,u048716,Thursday,1,0
v000023,u004669,Saturday,0,0
v000024,u041194,Saturday,0,0
v000025,u033742,Sunday,0,0
v000026,u041378,Tuesday,0,0
v000027,u022656,Tuesday,0,0
v000028,u045214,Friday,1,150
v000029,u028923,Sunday,0,0
v000030,u008730,Friday,0,0
v000031,u046477,Tuesday,0,0
v000032,u003842,Sunday,0,0
v000033,u008311,Saturday,1,0
v000034,u017848,Sunday,0,0
v000035,u005512,Sunday,0,0
v000036,u029130,Tuesday,1,35
v000037,u045960,Wednesday,0,0
v000038,u041264,Wednesday,0,0
v000039,u034895,Tuesday,1,0
v000040,u037644,Tuesday,0,0
v000041,u013902,Monday,0,0
v000042,u026157,Saturday,0,0
v000043,u032309,Monday,0,0
v000044,u033470,Wednesday,1,0
v000045,u004658,Friday,1,75
v000046,u025761,Wednesday,1,0
v000047,u017319,Thursday,0,0
v000048,u047470,Sunday,0,0
v000049,u013147,Monday,0,0
v000050,u022641,Wednesday,1,35
v000051,u012323,Tuesday,0,0
v000052,u012037,Wednesday,0,0
v000053,u018116,Friday,0,0
v000054,u000840,Friday,1,0
v000055,u043956,Friday,1,35
v000056,u028863,Tuesday,1,0
v000057,u029037,Saturday,1,150
v000058,u002390,Saturday,0,0
v000059,u018212,Saturday,0,0
v000060,u021897,Sunday,0,0
v000061,u004734,Wednesday,0,0
v000062,u010417,Sunday,1,0
v000063,u049290,Monday,0,0
v000064,u040075,Friday,0,0
v000065,u032986,Friday,0,0
v000066,u000192,Friday,0,0
v000067,u015797,Friday,0,0
v000068,u046887,Sunday,1,35
v000069,u039770,Friday,1,0
v000070,u016235,Monday,0,0
v000071,u017455,Monday,0,0
v000072,u015232,Thursday,0,0
v000073,u046133,Sunday,0,0
v000074,u030519,Monday,0,0
v000075,u006154,Sunday,1,150
v000076,u023647,Friday,0,0
v000077,u004009,Sunday,0,0
v000078,u031924,Thursday,1,150
v000079,u002420,Tuesday,0,0
v000080,u041182,Saturday,0,0
v000081,u049100,Friday,0,0
v000082,u011550,Monday,0,0
v000083,u043542,Saturday,0,0
v000084,u042379,Sunday,1,150
v000085,u018998,Tuesday,0,0
v000086,u035886,Sunday,0,0
v000087,u030960,Friday,0,0
v000088,u012010,Monday,0,0
v000089,u038063,Saturday,0,0
v000090,u016497,Wednesday,0,0
v000091,u017854,Thursday,0,0
v000092,u023763,Saturday,0,0
v000093,u040603,Sunday,0,0
v000094,u003487,Tuesday,0,0
v000095,u046913,Saturday,1,0
v000096,u017714,Monday,0,0
v000097,u006306,Saturday,0,0
v000098,u024792,Wednesday,0,0
v000099,u039788,Tuesday,0,0
v000100,u007248,Tuesday,0,0
v000101,u007793,Friday,0,0
v000102,u000319,Thursday,1,35
v000103,u036366,Wednesday,0,0
v000104,u037882,Friday,0,0
v000105,u039934,Monday,0,0
v000106,u027185,Tuesday,0,0
v000107,u000622,Saturday,1,35
v000108,u006700,Wednesday,1,150
v000109,u006923,Tuesday,0,0
v000110,u028724,Saturday,0,0
v000111,u000797,Sunday,1,0
v000112,u029778,Wednesday,0,0
v000113,u019173,Monday,0,0
v000114,u011572,Saturday,0,0
v000115,u035244,Tuesday,0,0
v000116,u013106,Tuesday,1,35
v000117,u047094,Tuesday,0,0
v000118,u049094,Sunday,0,0
v000119,u025572,Wednesday,0,0
v000120,u023058,Sunday,0,0
v000121,u011644,Sunday,0,0
v000122,u021874,Friday,0,0
v000123,u005486,Monday,0,0
v000124,u045495,Monday,0,0
v000125,u034971,Saturday,0,0
v000126,u034101,Sunday,0,0
v000127,u015031,Thursday,0,0
v000128,u014953,Monday,0,0
v000129,u001104,Saturday,0,0
v000130,u008697,Saturday,1,0
v000131,u015981,Tuesday,0,0
v000132,u033682,Sunday,0,0
v000133,u002259,Sunday,0,0
v000134,u002599,Monday,0,0
v000135,u035598,Tuesday,0,0
v000136,u041051,Sunday,0,0
v000137,u031037,Sunday,0,0
v000138,u022438,Tuesday,1,0
v000139,u019878,Tuesday,0,0
v000140,u027236,Wednesday,0,0
v000141,u024609,Tuesday,0,0
v000142,u003502,Saturday,0,0
v000143,u020349,Tuesday,0,0
v000144,u010702,Friday,0,0
v000145,u031128,Thursday,0,0
v000146,u022776,Thursday,0,0
v000147,u049051,Wednesday,0,0
v000148,u013982,Thursday,0,0
v000149,u046563,Thursday,0,0
v000150,u046263,Thursday,1,0
v000151,u014109,Tuesday,0,0
v000152,u007194,Wednesday,0,0
v000153,u018655,Monday,0,0
v000154,u030928,Sunday,0,0
v000155,u043258,Wednesday,1,0
v000156,u018309,Thursday,1,75
v000157,u030194,Wednesday,1,35
v000158,u001665,Saturday,1,75
v000159,u041879,Saturday,1,75
v000160,u000015,Monday,0,0
v000161,u008184,Thursday,1,35
v000162,u038186,Saturday,1,75
v000163,u035027,Sunday,0,0
v000164,u016704,Friday,1,0
v000165,u020657,Monday,1,75
v000166,u026081,Thursday,0,0
v000167,u007746,Tuesday,0,0
v000168,u029929,Sunday,0,0
v000169,u039801,Thursday,0,0
v000170,u032789,Friday,1,35
v000171,u007219,Saturday,0,0
v000172,u009915,Friday,1,150
v000173,u024906,Friday,1,0
v000174,u007422,Sunday,0,0
v000175,u032210,Saturday,0,0
v000176,u025196,Monday,0,0
v000177,u034524,Tuesday,0,0
v000178,u045590,Friday,0,0
v000179,u011981,Saturday,0,0
v000180,u026291,Sunday,0,0
v000181,u001985,Monday,0,0
v000182,u015409,Thursday,0,0
v000183,u022222,Sunday,0,0
v000184,u042043,Tuesday,1,0
v000185,u033807,Thursday,1,75
v000186,u000034,Sunday,1,75
v000187,u033269,Monday,1,150
v000188,u044534,Saturday,0,0
v000189,u031783,Monday,0,0
v000190,u005743,Sunday,0,0
v000191,u030766,Thursday,0,0
v000192,u009974,Thursday,0,0
v000193,u007258,Tuesday,1,35
v000194,u001511,Friday,0,0
v000195,u011629,Saturday,0,0
v000196,u018491,Saturday,1,75
v000197,u021974,Tuesday,0,0
v000198,u023596,Wednesday,1,75
v000199,u000880,Tuesday,0,0
v000200,u031796,Thursday,0,0
v000201,u023215,Sunday,0,0
v000202,u008735,Sunday,1,35
v000203,u028136,Monday,0,0
v000204,u038915,Thursday,0,0
v000205,u012473,Thursday,0,0
v000206,u020024,Wednesday,0,0
v000207,u008925,Wednesday,0,0
v000208,u010354,Sunday,0,0
v000209,u039691,Tuesday,0,0
v000210,u026494,Saturday,0,0
v000211,u027287,Monday,0,0
v000212,u012036,Thursday,0,0
v000213,u003980,Tuesday,0,0
v000214,u013125,Tuesday,1,75
v000215,u018207,Sunday,0,0
v000216,u011592,Saturday,0,0
v000217,u038715,Saturday,0,0
v000218,u001052,Sunday,1,0
v000219,u001965,Friday,0,0
v000220,u010790,Sunday,1,0
v000221,u003873,Sunday,0,0
v000222,u002512,Tuesday,1,0
v000223,u036779,Friday,0,0
v000224,u025818,Saturday,0,0
v000225,u024934,Friday,0,0
v000226,u000049,Monday,1,0
v000227,u048576,Wednesday,1,0
v000228,u048319,Monday,0,0
v000229,u010012,Sunday,0,0
v000230,u001317,Sunday,0,0
v000231,u017032,Monday,0,0
v000232,u022708,Sunday,0,0
v000233,u031728,Sunday,0,0
v000234,u028878,Friday,0,0
v000235,u042008,Thursday,0,0
